pais,ano,quantidade_kg,quantidade_dolar
grecia,1977,0,0
italia,1977,0,0
mexico,1977,0,0
peru,1977,0,0
paraguai,1977,0,0
portugal,1977,0,0
panama,1977,0,0
reino_unido,1977,0,0
uruguai,1977,0,0
venezuela,1977,0,0
nao_consta_na_tabela,1977,0,0
outros,1977,0,0
argelia,1978,0,0
argentina,1978,1998590,1256166
brasil,1978,0,0
chile,1978,3320968,2178091
colombia,1978,208954,183724
egito,1978,0,0
espanha,1978,0,0
estados_unidos,1978,15370,17394
grecia,1978,0,0
italia,1978,0,0
mexico,1978,0,0
peru,1978,1500,1425
paraguai,1978,0,0
portugal,1978,0,0
panama,1978,0,0
reino_unido,1978,0,0
uruguai,1978,0,0
venezuela,1978,0,0
nao_consta_na_tabela,1978,0,0
outros,1978,0,0
argelia,1979,0,0
argentina,1979,490090,419189
brasil,1979,0,0
chile,1979,3032695,2400561
colombia,1979,250150,229134
egito,1979,0,0
espanha,1979,70000,40600
estados_unidos,1979,35014,27840
grecia,1979,0,0
italia,1979,0,0
mexico,1979,59980,53982
peru,1979,0,0
paraguai,1979,0,0
portugal,1979,0,0
panama,1979,0,0
reino_unido,1979,0,0
uruguai,1979,0,0
venezuela,1979,0,0
nao_consta_na_tabela,1979,0,0
outros,1979,0,0
argelia,1980,0,0
argentina,1980,276000,253558
brasil,1980,0,0
chile,1980,1334991,1237355
colombia,1980,65176,83747
egito,1980,0,0
espanha,1980,0,0
estados_unidos,1980,167893,165275
grecia,1980,0,0
italia,1980,0,0
mexico,1980,0,0
peru,1980,3500,2625
paraguai,1980,0,0
portugal,1980,0,0
panama,1980,0,0
reino_unido,1980,0,0
uruguai,1980,0,0
venezuela,1980,0,0
nao_consta_na_tabela,1980,0,0
outros,1980,0,0
argelia,1981,0,0
argentina,1981,241000,270013
brasil,1981,0,0
chile,1981,1423377,1374551
colombia,1981,45880,59605
egito,1981,0,0
espanha,1981,0,0
estados_unidos,1981,19523,18945
grecia,1981,90000,32000
italia,1981,0,0
mexico,1981,0,0
peru,1981,0,0
paraguai,1981,0,0
portugal,1981,0,0
panama,1981,0,0
reino_unido,1981,0,0
uruguai,1981,0,0
venezuela,1981,0,0
nao_consta_na_tabela,1981,0,0
outros,1981,0,0
argelia,1982,0,0
argentina,1982,1004840,767208
brasil,1982,0,0
chile,1982,1999116,1798239
colombia,1982,99070,123176
egito,1982,0,0
espanha,1982,0,0
estados_unidos,1982,5060,7590
grecia,1982,0,0
italia,1982,0,0
mexico,1982,0,0
peru,1982,0,0
paraguai,1982,0,0
portugal,1982,0,0
panama,1982,0,0
reino_unido,1982,0,0
uruguai,1982,0,0
venezuela,1982,0,0
nao_consta_na_tabela,1982,0,0
outros,1982,0,0
argelia,1983,0,0
argentina,1983,1394060,864456
brasil,1983,0,0
chile,1983,1217488,922064
colombia,1983,53450,59690
egito,1983,0,0
espanha,1983,0,0
estados_unidos,1983,9240,14910
grecia,1983,0,0
italia,1983,0,0
mexico,1983,0,0
peru,1983,0,0
paraguai,1983,0,0
portugal,1983,0,0
panama,1983,0,0
reino_unido,1983,0,0
uruguai,1983,0,0
venezuela,1983,0,0
nao_consta_na_tabela,1983,0,0
outros,1983,0,0
argelia,1984,0,0
argentina,1984,251900,146965
brasil,1984,0,0
chile,1984,880497,695522
colombia,1984,4500,5400
egito,1984,0,0
espanha,1984,60000,24000
estados_unidos,1984,6490,10060
grecia,1984,0,0
italia,1984,0,0
mexico,1984,0,0
peru,1984,0,0
paraguai,1984,0,0
portugal,1984,0,0
panama,1984,0,0
reino_unido,1984,0,0
uruguai,1984,0,0
venezuela,1984,0,0
nao_consta_na_tabela,1984,0,0
outros,1984,0,0
argelia,1985,0,0
argentina,1985,208150,125910
brasil,1985,0,0
chile,1985,598037,424806
colombia,1985,0,0
egito,1985,0,0
espanha,1985,0,0
estados_unidos,1985,5400,9045
grecia,1985,0,0
italia,1985,0,0
mexico,1985,0,0
peru,1985,0,0
paraguai,1985,0,0
portugal,1985,0,0
panama,1985,0,0
reino_unido,1985,0,0
uruguai,1985,0,0
venezuela,1985,0,0
nao_consta_na_tabela,1985,0,0
outros,1985,0,0
argelia,1986,0,0
argentina,1986,267240,189890
brasil,1986,0,0
chile,1986,1757520,1237918
colombia,1986,0,0
egito,1986,0,0
espanha,1986,0,0
estados_unidos,1986,10800,18630
grecia,1986,0,0
italia,1986,0,0
mexico,1986,0,0
peru,1986,0,0
paraguai,1986,0,0
portugal,1986,0,0
panama,1986,0,0
reino_unido,1986,0,0
uruguai,1986,0,0
venezuela,1986,0,0
nao_consta_na_tabela,1986,0,0
outros,1986,0,0
argelia,1987,0,0
argentina,1987,773500,587095
brasil,1987,0,0
chile,1987,1812678,1467787
colombia,1987,0,0
egito,1987,0,0
espanha,1987,0,0
estados_unidos,1987,19400,29840
grecia,1987,0,0
italia,1987,0,0
mexico,1987,0,0
peru,1987,0,0
paraguai,1987,0,0
portugal,1987,0,0
panama,1987,0,0
reino_unido,1987,0,0
uruguai,1987,0,0
venezuela,1987,0,0
nao_consta_na_tabela,1987,0,0
outros,1987,0,0
argelia,1988,0,0
argentina,1988,2861962,2115752
brasil,1988,0,0
chile,1988,2507118,1776746
colombia,1988,0,0
egito,1988,0,0
espanha,1988,0,0
estados_unidos,1988,28800,49680
grecia,1988,0,0
italia,1988,0,0
mexico,1988,0,0
peru,1988,0,0
paraguai,1988,0,0
portugal,1988,0,0
panama,1988,0,0
reino_unido,1988,0,0
uruguai,1988,0,0
venezuela,1988,0,0
nao_consta_na_tabela,1988,0,0
outros,1988,0,0
argelia,1989,0,0
argentina,1989,5466862,4014451
brasil,1989,0,0
chile,1989,6876507,5594118
colombia,1989,0,0
egito,1989,0,0
espanha,1989,0,0
estados_unidos,1989,43781,74756
grecia,1989,0,0
italia,1989,0,0
mexico,1989,0,0
peru,1989,0,0
paraguai,1989,0,0
portugal,1989,0,0
panama,1989,0,0
reino_unido,1989,0,0
uruguai,1989,1050000,920000
venezuela,1989,0,0
nao_consta_na_tabela,1989,0,0
outros,1989,0,0
argelia,1990,0,0
argentina,1990,6901560,4832246
brasil,1990,0,0
chile,1990,7022798,6150550
colombia,1990,110770,104715
egito,1990,0,0
espanha,1990,0,0
estados_unidos,1990,646956,1027570
grecia,1990,0,0
italia,1990,0,0
mexico,1990,0,0
peru,1990,0,0
paraguai,1990,0,0
portugal,1990,0,0
panama,1990,0,0
reino_unido,1990,0,0
uruguai,1990,0,0
venezuela,1990,0,0
nao_consta_na_tabela,1990,0,0
outros,1990,0,0
argelia,1991,0,0
argentina,1991,4050739,3127738
brasil,1991,0,0
chile,1991,7895955,7033148
colombia,1991,39800,38190
egito,1991,0,0
espanha,1991,0,0
estados_unidos,1991,136642,199080
grecia,1991,0,0
italia,1991,0,0
mexico,1991,0,0
peru,1991,0,0
paraguai,1991,0,0
portugal,1991,0,0
panama,1991,0,0
reino_unido,1991,0,0
uruguai,1991,8627,8196
venezuela,1991,0,0
nao_consta_na_tabela,1991,0,0
outros,1991,0,0
argelia,1992,0,0
argentina,1992,1836310,1550210
brasil,1992,0,0
chile,1992,2757676,2484872
colombia,1992,0,0
egito,1992,0,0
espanha,1992,0,0
estados_unidos,1992,134098,126758
grecia,1992,0,0
italia,1992,0,0
mexico,1992,0,0
peru,1992,0,0
paraguai,1992,50004,50004
portugal,1992,0,0
panama,1992,0,0
reino_unido,1992,0,0
uruguai,1992,7949,7551
venezuela,1992,0,0
nao_consta_na_tabela,1992,0,0
outros,1992,0,0
argelia,1993,0,0
argentina,1993,972100,900700
brasil,1993,0,0
chile,1993,3187970,3053050
colombia,1993,0,0
egito,1993,0,0
espanha,1993,0,0
estados_unidos,1993,333284,378605
grecia,1993,0,0
italia,1993,0,0
mexico,1993,0,0
peru,1993,0,0
paraguai,1993,0,0
portugal,1993,0,0
panama,1993,0,0
reino_unido,1993,0,0
uruguai,1993,1000,872
venezuela,1993,750,450
nao_consta_na_tabela,1993,0,0
outros,1993,13716,22020
argelia,1994,0,0
argentina,1994,1477530,1323381
brasil,1994,0,0
chile,1994,5195415,4483546
colombia,1994,0,0
egito,1994,0,0
espanha,1994,0,0
estados_unidos,1994,1570874,1597414
grecia,1994,0,0
italia,1994,0,0
mexico,1994,0,0
peru,1994,0,0
paraguai,1994,100000,83333
portugal,1994,0,0
panama,1994,0,0
reino_unido,1994,0,0
uruguai,1994,3400,3720
venezuela,1994,36940,9122
nao_consta_na_tabela,1994,0,0
outros,1994,0,0
argelia,1995,0,0
argentina,1995,4102859,3689808
brasil,1995,0,0
chile,1995,17084555,13501738
colombia,1995,0,0
egito,1995,0,0
espanha,1995,0,0
estados_unidos,1995,2395752,2559002
grecia,1995,0,0
italia,1995,0,0
mexico,1995,4504,8548
peru,1995,0,0
paraguai,1995,0,0
portugal,1995,0,0
panama,1995,0,0
reino_unido,1995,0,0
uruguai,1995,16500,21450
venezuela,1995,284005,26013
nao_consta_na_tabela,1995,0,0
outros,1995,3616,3638
argelia,1996,0,0
argentina,1996,4952178,4456961
brasil,1996,0,0
chile,1996,51322639,24792241
colombia,1996,0,0
egito,1996,0,0
espanha,1996,0,0
estados_unidos,1996,2439010,2690109
grecia,1996,0,0
italia,1996,0,0
mexico,1996,0,0
peru,1996,0,0
paraguai,1996,4723,5495
portugal,1996,0,0
panama,1996,0,0
reino_unido,1996,0,0
uruguai,1996,23660,30150
venezuela,1996,57195,26287
nao_consta_na_tabela,1996,17722,14976
outros,1996,79,250
argelia,1997,0,0
argentina,1997,3570021,3385638
brasil,1997,0,0
chile,1997,17258803,20073972
colombia,1997,0,0
egito,1997,0,0
espanha,1997,17000,17000
estados_unidos,1997,2159867,2339671
grecia,1997,0,0
italia,1997,0,0
mexico,1997,0,0
peru,1997,0,0
paraguai,1997,0,0
portugal,1997,8500,11900
panama,1997,0,0
reino_unido,1997,0,0
uruguai,1997,26816,22656
venezuela,1997,18967,9207
nao_consta_na_tabela,1997,0,0
outros,1997,162376,41074
argelia,1998,0,0
argentina,1998,2400369,2322697
brasil,1998,0,0
chile,1998,23168025,25395308
colombia,1998,0,0
egito,1998,0,0
espanha,1998,66600,75177
estados_unidos,1998,829630,914080
grecia,1998,0,0
italia,1998,0,0
mexico,1998,0,0
peru,1998,0,0
paraguai,1998,0,0
portugal,1998,0,0
panama,1998,0,0
reino_unido,1998,0,0
uruguai,1998,25328,24952
venezuela,1998,2115,1050
nao_consta_na_tabela,1998,0,0
outros,1998,0,0
argelia,1999,0,0
argentina,1999,1616655,1432080
brasil,1999,0,0
chile,1999,6754643,6792509
colombia,1999,0,0
egito,1999,0,0
espanha,1999,74760,105616
estados_unidos,1999,104374,92592
grecia,1999,0,0
italia,1999,0,0
mexico,1999,37170,28860
peru,1999,1700,1394
paraguai,1999,0,0
portugal,1999,0,0
panama,1999,0,0
reino_unido,1999,0,0
uruguai,1999,9296,8130
venezuela,1999,0,0
nao_consta_na_tabela,1999,0,0
outros,1999,0,0
argelia,2000,0,0
argentina,2000,740793,755810
brasil,2000,0,0
chile,2000,8938298,8058967
colombia,2000,0,0
egito,2000,0,0
espanha,2000,103344,126562
estados_unidos,2000,119829,123847
grecia,2000,0,0
italia,2000,0,0
mexico,2000,0,0
peru,2000,0,0
paraguai,2000,0,0
portugal,2000,0,0
panama,2000,0,0
reino_unido,2000,0,0
uruguai,2000,1080,960
venezuela,2000,0,0
nao_consta_na_tabela,2000,0,0
outros,2000,0,0
argelia,2001,0,0
argentina,2001,1228557,1004140
brasil,2001,0,0
chile,2001,6098723,4931007
colombia,2001,0,0
egito,2001,0,0
espanha,2001,81774,80414
estados_unidos,2001,47841,64445
grecia,2001,0,0
italia,2001,0,0
mexico,2001,0,0
peru,2001,0,0
paraguai,2001,0,0
portugal,2001,0,0
panama,2001,0,0
reino_unido,2001,0,0
uruguai,2001,0,0
venezuela,2001,0,0
nao_consta_na_tabela,2001,0,0
outros,2001,0,0
argelia,2002,0,0
argentina,2002,4140804,2003875
brasil,2002,0,0
chile,2002,6816565,5088679
colombia,2002,0,0
egito,2002,0,0
espanha,2002,32664,35942
estados_unidos,2002,13416,24833
grecia,2002,0,0
italia,2002,0,0
mexico,2002,0,0
peru,2002,0,0
paraguai,2002,0,0
portugal,2002,0,0
panama,2002,0,0
reino_unido,2002,0,0
uruguai,2002,0,0
venezuela,2002,0,0
nao_consta_na_tabela,2002,0,0
outros,2002,0,0
argelia,2003,0,0
argentina,2003,3475542,1771221
brasil,2003,0,0
chile,2003,4110431,3287533
colombia,2003,0,0
egito,2003,0,0
espanha,2003,0,0
estados_unidos,2003,26458,24403
grecia,2003,0,0
italia,2003,0,0
mexico,2003,0,0
peru,2003,0,0
paraguai,2003,0,0
portugal,2003,0,0
panama,2003,0,0
reino_unido,2003,0,0
uruguai,2003,0,0
venezuela,2003,0,0
nao_consta_na_tabela,2003,0,0
outros,2003,0,0
argelia,2004,0,0
argentina,2004,3344442,2027559
brasil,2004,0,0
chile,2004,2704764,1994691
colombia,2004,0,0
egito,2004,0,0
espanha,2004,7682,11128
estados_unidos,2004,14655,17500
grecia,2004,0,0
italia,2004,0,0
mexico,2004,0,0
peru,2004,0,0
paraguai,2004,0,0
portugal,2004,0,0
panama,2004,0,0
reino_unido,2004,0,0
uruguai,2004,0,0
venezuela,2004,0,0
nao_consta_na_tabela,2004,0,0
outros,2004,0,0
argelia,2005,0,0
argentina,2005,3357125,2211505
brasil,2005,0,0
chile,2005,4926533,4251604
colombia,2005,0,0
egito,2005,0,0
espanha,2005,102471,123893
estados_unidos,2005,1224,4134
grecia,2005,0,0
italia,2005,0,0
mexico,2005,0,0
peru,2005,0,0
paraguai,2005,0,0
portugal,2005,0,0
panama,2005,0,0
reino_unido,2005,0,0
uruguai,2005,0,0
venezuela,2005,0,0
nao_consta_na_tabela,2005,0,0
outros,2005,0,0
argelia,2006,0,0
argentina,2006,5891839,4708157
brasil,2006,0,0
chile,2006,5835551,5940649
colombia,2006,0,0
egito,2006,0,0
espanha,2006,315141,451525
estados_unidos,2006,43696,114408
grecia,2006,0,0
italia,2006,15750,27733
mexico,2006,0,0
peru,2006,0,0
paraguai,2006,0,0
portugal,2006,0,0
panama,2006,0,0
reino_unido,2006,0,0
uruguai,2006,3600,2200
venezuela,2006,0,0
nao_consta_na_tabela,2006,0,0
outros,2006,0,0
argelia,2007,0,0
argentina,2007,8236176,7307566
brasil,2007,0,0
chile,2007,7122019,7288258
colombia,2007,0,0
egito,2007,0,0
espanha,2007,111689,185310
estados_unidos,2007,79849,180303
grecia,2007,0,0
italia,2007,0,0
mexico,2007,0,0
peru,2007,0,0
paraguai,2007,0,0
portugal,2007,0,0
panama,2007,0,0
reino_unido,2007,0,0
uruguai,2007,0,0
venezuela,2007,0,0
nao_consta_na_tabela,2007,0,0
outros,2007,0,0
argelia,2008,0,0
argentina,2008,8941022,10223013
brasil,2008,0,0
chile,2008,3479598,4246892
colombia,2008,0,0
egito,2008,0,0
espanha,2008,30350,75904
estados_unidos,2008,91055,247523
grecia,2008,0,0
italia,2008,0,0
mexico,2008,16656,42034
peru,2008,0,0
paraguai,2008,0,0
portugal,2008,6640,13583
panama,2008,0,0
reino_unido,2008,0,0
uruguai,2008,0,0
venezuela,2008,0,0
nao_consta_na_tabela,2008,0,0
outros,2008,0,0
argelia,2009,0,0
argentina,2009,7453027,8062155
brasil,2009,0,0
chile,2009,10846054,12828213
colombia,2009,0,0
egito,2009,0,0
espanha,2009,124345,253794
estados_unidos,2009,120861,283233
grecia,2009,0,0
italia,2009,14439,40411
mexico,2009,31200,93644
peru,2009,75550,135846
paraguai,2009,0,0
portugal,2009,0,0
panama,2009,0,0
reino_unido,2009,0,0
uruguai,2009,0,0
venezuela,2009,0,0
nao_consta_na_tabela,2009,0,0
outros,2009,0,0
argelia,2010,0,0
argentina,2010,11559264,15926306
brasil,2010,0,0
chile,2010,11806542,17019296
colombia,2010,0,0
egito,2010,0,0
espanha,2010,212463,325707
estados_unidos,2010,89492,241211
grecia,2010,0,0
italia,2010,190141,438972
mexico,2010,432639,1025498
peru,2010,504154,1097870
paraguai,2010,0,0
portugal,2010,0,0
panama,2010,0,0
reino_unido,2010,0,0
uruguai,2010,0,0
venezuela,2010,0,0
nao_consta_na_tabela,2010,0,0
outros,2010,0,0
argelia,2011,0,0
argentina,2011,13438557,19759895
brasil,2011,0,0
chile,2011,18620819,27472449
colombia,2011,0,0
egito,2011,0,0
espanha,2011,993310,1894982
estados_unidos,2011,3265,16288
grecia,2011,0,0
italia,2011,552911,1045123
mexico,2011,233856,601883
peru,2011,240389,580014
paraguai,2011,0,0
portugal,2011,0,0
panama,2011,0,0
reino_unido,2011,0,0
uruguai,2011,0,0
venezuela,2011,0,0
nao_consta_na_tabela,2011,0,0
outros,2011,0,0
argelia,2012,0,0
argentina,2012,8714800,13595978
brasil,2012,14612,37412
chile,2012,22385291,36393910
colombia,2012,0,0
egito,2012,0,0
espanha,2012,393387,679189
estados_unidos,2012,32458,85451
grecia,2012,0,0
italia,2012,1154322,2161324
mexico,2012,173184,388467
peru,2012,426468,1040103
paraguai,2012,0,0
portugal,2012,0,0
panama,2012,0,0
reino_unido,2012,0,0
uruguai,2012,0,0
venezuela,2012,0,0
nao_consta_na_tabela,2012,0,0
outros,2012,0,0
argelia,2013,0,0
argentina,2013,5810559,10558621
brasil,2013,0,0
chile,2013,24392313,43466944
colombia,2013,0,0
egito,2013,0,0
espanha,2013,246827,505467
estados_unidos,2013,80518,205104
grecia,2013,0,0
italia,2013,1073920,2303222
mexico,2013,298656,742610
peru,2013,728022,1798788
paraguai,2013,0,0
portugal,2013,0,0
panama,2013,0,0
reino_unido,2013,0,0
uruguai,2013,0,0
venezuela,2013,0,0
nao_consta_na_tabela,2013,0,0
outros,2013,0,0
argelia,2014,0,0
argentina,2014,2758211,4852008
brasil,2014,0,0
chile,2014,25952434,47301298
colombia,2014,0,0
egito,2014,0,0
espanha,2014,401281,716423
estados_unidos,2014,50811,166753
grecia,2014,0,0
italia,2014,1228338,2274045
mexico,2014,184747,398096
peru,2014,3184984,6629415
paraguai,2014,0,0
portugal,2014,0,0
panama,2014,0,0
reino_unido,2014,0,0
uruguai,2014,0,0
venezuela,2014,0,0
nao_consta_na_tabela,2014,0,0
outros,2014,0,0
argelia,2015,0,0
argentina,2015,3569873,5636226
brasil,2015,0,0
chile,2015,24254096,36956724
colombia,2015,0,0
egito,2015,0,0
espanha,2015,145066,257656
estados_unidos,2015,16504,65265
grecia,2015,0,0
italia,2015,1053083,1856161
mexico,2015,133608,307654
peru,2015,2645931,4885560
paraguai,2015,0,0
portugal,2015,0,0
panama,2015,0,0
reino_unido,2015,0,0
uruguai,2015,0,0
venezuela,2015,0,0
nao_consta_na_tabela,2015,0,0
outros,2015,0,0
argelia,2016,0,0
argentina,2016,3931377,5771032
brasil,2016,0,0
chile,2016,18424582,30767570
colombia,2016,0,0
egito,2016,0,0
espanha,2016,431567,628571
estados_unidos,2016,3522,21093
grecia,2016,0,0
italia,2016,589675,1002856
mexico,2016,0,0
peru,2016,4399499,7646918
paraguai,2016,0,0
portugal,2016,0,0
panama,2016,0,0
reino_unido,2016,0,0
uruguai,2016,0,0
venezuela,2016,0,0
nao_consta_na_tabela,2016,0,0
outros,2016,0,0
argelia,2017,0,0
argentina,2017,2097970,3302565
brasil,2017,0,0
chile,2017,18510455,29248621
colombia,2017,0,0
egito,2017,0,0
espanha,2017,243947,403978
estados_unidos,2017,2164,17056
grecia,2017,0,0
italia,2017,788663,1442078
mexico,2017,0,0
peru,2017,2553897,4729591
paraguai,2017,0,0
portugal,2017,0,0
panama,2017,0,0
reino_unido,2017,0,0
uruguai,2017,0,0
venezuela,2017,0,0
nao_consta_na_tabela,2017,0,0
outros,2017,0,0
argelia,2018,0,0
argentina,2018,1616855,2499358
brasil,2018,0,0
chile,2018,16103415,25237521
colombia,2018,0,0
egito,2018,0,0
espanha,2018,83212,164529
estados_unidos,2018,15100,40981
grecia,2018,0,0
italia,2018,334544,610245
mexico,2018,0,0
peru,2018,947045,1936467
paraguai,2018,0,0
portugal,2018,0,0
panama,2018,0,0
reino_unido,2018,0,0
uruguai,2018,0,0
venezuela,2018,0,0
nao_consta_na_tabela,2018,0,0
outros,2018,0,0
argelia,2019,0,0
argentina,2019,3211513,4659791
brasil,2019,0,0
chile,2019,9082957,13450429
colombia,2019,0,0
egito,2019,0,0
espanha,2019,51079,109171
estados_unidos,2019,1343,10481
grecia,2019,0,0
italia,2019,591991,1020673
mexico,2019,0,0
peru,2019,1585923,2862870
paraguai,2019,0,0
portugal,2019,0,0
panama,2019,0,0
reino_unido,2019,0,0
uruguai,2019,0,0
venezuela,2019,0,0
nao_consta_na_tabela,2019,0,0
outros,2019,0,0
argelia,2020,21746,34476
argentina,2020,1798220,2559671
brasil,2020,0,0
chile,2020,4943446,6986630
colombia,2020,0,0
egito,2020,0,0
espanha,2020,0,0
estados_unidos,2020,0,0
grecia,2020,0,0
italia,2020,0,0
mexico,2020,0,0
peru,2020,487080,852856
paraguai,2020,0,0
portugal,2020,0,0
panama,2020,0,0
reino_unido,2020,0,0
uruguai,2020,0,0
venezuela,2020,0,0
nao_consta_na_tabela,2020,0,0
outros,2020,0,0
argelia,2021,0,0
argentina,2021,1356735,1696659
brasil,2021,0,0
chile,2021,3888723,5404163
colombia,2021,0,0
egito,2021,0,0
espanha,2021,0,0
estados_unidos,2021,0,0
grecia,2021,0,0
italia,2021,0,0
mexico,2021,0,0
peru,2021,75768,151819
paraguai,2021,0,0
portugal,2021,0,0
panama,2021,0,0
reino_unido,2021,0,0
uruguai,2021,0,0
venezuela,2021,0,0
nao_consta_na_tabela,2021,0,0
outros,2021,0,0
argelia,2022,0,0
argentina,2022,771187,1053519
brasil,2022,0,0
chile,2022,6536258,9640996
colombia,2022,0,0
egito,2022,27760,53709
espanha,2022,0,0
estados_unidos,2022,0,0
grecia,2022,0,0
italia,2022,0,0
mexico,2022,414622,902301
peru,2022,0,0
paraguai,2022,0,0
portugal,2022,0,0
panama,2022,0,0
reino_unido,2022,0,0
uruguai,2022,0,0
venezuela,2022,0,0
nao_consta_na_tabela,2022,0,0
outros,2022,0,0
argelia,2023,0,0
argentina,2023,400781,525034
brasil,2023,0,0
chile,2023,6144949,9738753
colombia,2023,0,0
egito,2023,0,0
espanha,2023,0,0
estados_unidos,2023,0,0
grecia,2023,0,0
italia,2023,0,0
mexico,2023,0,0
peru,2023,1086032,2635488
paraguai,2023,0,0
portugal,2023,0,0
panama,2023,0,0
reino_unido,2023,0,0
uruguai,2023,0,0
venezuela,2023,0,0
nao_consta_na_tabela,2023,0,0
outros,2023,0,0
