control,ano,quantidade_litros
vinho_especial_branco,2018,0
espumantes_,2018,18218375
espumante_moscatel,2018,6526075
espumante,2018,11692300
espumante_organico,2018,0
suco_de_uvas,2018,140472108
suco_natural,2018,0
suco_adocado,2018,0
suco_reprocessado,2018,0
suco_organico,2018,0
outros_sucos,2018,0
suco_de_uvas_concentrado,2018,23572263
nan,2018,31246158
outros_outros_vinhos__sem_informdetalhada,2018,3734763
outros_agrin,2018,0
outros_aguardente,2018,0
outros_alcool_vinico,2018,21575
outros_bagaceira,2018,6929
outros_base_champenoise,2018,74941
outros_base_charmat,2018,287361
outros_base_espumante,2018,109200
outros_bebida,2018,10330
outros_borra_liqwuida,2018,11600
outros_borra_seca,2018,721280
outros_brandy,2018,4652
outros_cooler,2018,3091682
outros_coquetel,2018,349836
outros_destilado,2018,82
outros_filtrado_doce,2018,3867645
outros_jeropiga,2018,173
outros_mistelas,2018,1902
outros_mosto_concentrado,2018,0
outros_mosto_uva,2018,715708
outros_mosto_sulfitado,2018,0
outros_nectar,2018,3517417
outros_outros_produtos,2018,1773526
outros_polpa,2018,1853162
outros_preparado_liquido,2018,76888
outros_refrigerante,2018,40574
outros_sangria,2018,58498
outros_vinagre_balsamico,2018,133714
outros_vinagre_duplo,2018,888589
outros_vinagre_simples,2018,6994467
outros_vinho_acetificado,2018,2158993
outros_vinho_base,2018,0
outros_vinho_composto,2018,249165
outros_vinho_licoroso,2018,491165
outros_vinho_leve,2018,198
outros_vinho_gaseificado,2018,143
vinho_de_mesa,2019,180446489
vinho_mesa_tinto,2019,158519218
vinho_mesa_rosado,2019,1265435
vinho_mesa_branco,2019,20661836
vinho__fino_de_mesa,2019,15684588
vinho_mesa_tinto,2019,11433702
vinho_mesa_rosado,2019,503524
vinho_mesa_branco,2019,3747362
vinho_frizante,2019,1826433
vinho_organico,2019,2554
vinho_especial,2019,0
vinho_especial_tinto,2019,0
vinho_especial_rosado,2019,0
vinho_especial_branco,2019,0
espumantes_,2019,22759859
espumante_moscatel,2019,8997187
espumante,2019,13762361
espumante_organico,2019,311
suco_de_uvas,2019,147907617
suco_natural,2019,131628685
suco_adocado,2019,0
suco_reprocessado,2019,7759932
suco_organico,2019,416849
outros_sucos,2019,8102151
suco_de_uvas_concentrado,2019,28721470
nan,2019,34794651
outros_outros_vinhos__sem_informdetalhada,2019,310886
outros_agrin,2019,0
outros_aguardente,2019,0
outros_alcool_vinico,2019,0
outros_bagaceira,2019,8746
outros_base_champenoise,2019,65692
outros_base_charmat,2019,271714
outros_base_espumante,2019,115468
outros_bebida,2019,498512
outros_borra_liqwuida,2019,17398
outros_borra_seca,2019,153770
outros_brandy,2019,5015
outros_cooler,2019,3782516
outros_coquetel,2019,269701
outros_destilado,2019,309
outros_filtrado_doce,2019,4076204
outros_jeropiga,2019,0
outros_mistelas,2019,3765
outros_mosto_concentrado,2019,0
outros_mosto_uva,2019,5736852
outros_mosto_sulfitado,2019,94000
outros_nectar,2019,4006608
outros_outros_produtos,2019,2294581
outros_polpa,2019,1838395
outros_preparado_liquido,2019,52567
outros_refrigerante,2019,110648
outros_sangria,2019,67279
outros_vinagre_balsamico,2019,211653
outros_vinagre_duplo,2019,1130092
outros_vinagre_simples,2019,6246945
outros_vinho_acetificado,2019,2592380
outros_vinho_base,2019,0
outros_vinho_composto,2019,366549
outros_vinho_licoroso,2019,465964
outros_vinho_leve,2019,306
outros_vinho_gaseificado,2019,136
vinho_de_mesa,2020,215557931
vinho_mesa_tinto,2020,189573423
vinho_mesa_rosado,2020,1394901
vinho_mesa_branco,2020,24589607
vinho__fino_de_mesa,2020,24310834
vinho_mesa_tinto,2020,18202453
vinho_mesa_rosado,2020,993248
vinho_mesa_branco,2020,5115133
vinho_frizante,2020,2557585
vinho_organico,2020,10718
vinho_especial,2020,0
vinho_especial_tinto,2020,0
vinho_especial_rosado,2020,0
vinho_especial_branco,2020,0
espumantes_,2020,22610762
espumante_moscatel,2020,9298571
espumante,2020,13311450
espumante_organico,2020,742
suco_de_uvas,2020,144889668
suco_natural,2020,114453657
suco_adocado,2020,0
suco_reprocessado,2020,22066742
suco_organico,2020,553391
outros_sucos,2020,7815879
suco_de_uvas_concentrado,2020,22422414
nan,2020,26547242
outros_outros_vinhos__sem_informdetalhada,2020,192057
outros_agrin,2020,0
outros_aguardente,2020,866
outros_alcool_vinico,2020,6640
outros_bagaceira,2020,7610
outros_base_champenoise,2020,8772
outros_base_charmat,2020,123
outros_base_espumante,2020,23703
outros_bebida,2020,354511
outros_borra_liqwuida,2020,22975
outros_borra_seca,2020,146260
outros_brandy,2020,7966
outros_cooler,2020,6260381
outros_coquetel,2020,205664
outros_destilado,2020,200
outros_filtrado_doce,2020,2415338
outros_jeropiga,2020,1267
outros_mistelas,2020,1201
outros_mosto_concentrado,2020,0
outros_mosto_uva,2020,48044
outros_mosto_sulfitado,2020,0
outros_nectar,2020,3319597
outros_outros_produtos,2020,2543754
outros_polpa,2020,1129453
outros_preparado_liquido,2020,11366
outros_refrigerante,2020,144945
outros_sangria,2020,11017
outros_vinagre_balsamico,2020,248771
outros_vinagre_duplo,2020,1075579
outros_vinagre_simples,2020,6049584
outros_vinho_acetificado,2020,1879227
outros_vinho_base,2020,0
outros_vinho_composto,2020,63625
outros_vinho_licoroso,2020,362340
outros_vinho_leve,2020,396
outros_vinho_gaseificado,2020,4012
vinho_de_mesa,2021,210012238
vinho_mesa_tinto,2021,185653678
vinho_mesa_rosado,2021,1931606
vinho_mesa_branco,2021,22426954
vinho__fino_de_mesa,2021,27080445
vinho_mesa_tinto,2021,19337862
vinho_mesa_rosado,2021,1603537
vinho_mesa_branco,2021,6139046
vinho_frizante,2021,3696762
vinho_organico,2021,18686
vinho_especial,2021,0
vinho_especial_tinto,2021,0
vinho_especial_rosado,2021,0
vinho_especial_branco,2021,0
espumantes_,2021,31242697
espumante_moscatel,2021,12240059
espumante,2021,19001999
espumante_organico,2021,639
suco_de_uvas,2021,147753321
suco_natural,2021,115173833
suco_adocado,2021,0
suco_reprocessado,2021,26136089
suco_organico,2021,902299
outros_sucos,2021,5541100
suco_de_uvas_concentrado,2021,26730942
nan,2021,26657930
outros_outros_vinhos__sem_informdetalhada,2021,17618
outros_agrin,2021,0
outros_aguardente,2021,0
outros_alcool_vinico,2021,0
outros_bagaceira,2021,7676
outros_base_champenoise,2021,9580
outros_base_charmat,2021,4230
outros_base_espumante,2021,49734
outros_bebida,2021,324298
outros_borra_liqwuida,2021,935
outros_borra_seca,2021,414100
outros_brandy,2021,7311
outros_cooler,2021,6107943
outros_coquetel,2021,244184
outros_destilado,2021,175
outros_filtrado_doce,2021,2430821
outros_jeropiga,2021,1763
outros_mistelas,2021,9075
outros_mosto_concentrado,2021,0
outros_mosto_uva,2021,803171
outros_mosto_sulfitado,2021,0
outros_nectar,2021,4021229
outros_outros_produtos,2021,2105686
outros_polpa,2021,1002033
outros_preparado_liquido,2021,23455
outros_refrigerante,2021,175954
outros_sangria,2021,17222
outros_vinagre_balsamico,2021,332217
outros_vinagre_duplo,2021,795060
outros_vinagre_simples,2021,5647166
outros_vinho_acetificado,2021,1448086
outros_vinho_base,2021,0
outros_vinho_composto,2021,227116
outros_vinho_licoroso,2021,376597
outros_vinho_leve,2021,0
outros_vinho_gaseificado,2021,53495
vinho_de_mesa,2022,187939996
vinho_mesa_tinto,2022,165067340
vinho_mesa_rosado,2022,2213723
vinho_mesa_branco,2022,20658933
vinho__fino_de_mesa,2022,21533487
vinho_mesa_tinto,2022,15258778
vinho_mesa_rosado,2022,1318396
vinho_mesa_branco,2022,4956314
vinho_frizante,2022,2875864
vinho_organico,2022,14947
vinho_especial,2022,0
vinho_especial_tinto,2022,0
vinho_especial_rosado,2022,0
vinho_especial_branco,2022,0
espumantes_,2022,29525942
espumante_moscatel,2022,12204315
espumante,2022,17321031
espumante_organico,2022,597
suco_de_uvas,2022,157125036
suco_natural,2022,115394795
suco_adocado,2022,0
suco_reprocessado,2022,35139154
suco_organico,2022,1002685
outros_sucos,2022,5588403
suco_de_uvas_concentrado,2022,33632834
nan,2022,31704382
outros_outros_vinhos__sem_informdetalhada,2022,8812
outros_agrin,2022,0
outros_aguardente,2022,0
outros_alcool_vinico,2022,0
outros_bagaceira,2022,5594
outros_base_champenoise,2022,60958
outros_base_charmat,2022,226901
outros_base_espumante,2022,720603
outros_bebida,2022,139943
outros_borra_liqwuida,2022,49840
outros_borra_seca,2022,122525
outros_brandy,2022,4407
outros_cooler,2022,4505384
outros_coquetel,2022,292420
outros_destilado,2022,33
outros_filtrado_doce,2022,2339403
outros_jeropiga,2022,1392
outros_mistelas,2022,4080
outros_mosto_concentrado,2022,0
outros_mosto_uva,2022,1579638
outros_mosto_sulfitado,2022,0
outros_nectar,2022,4719055
outros_outros_produtos,2022,7406812
outros_polpa,2022,1058011
outros_preparado_liquido,2022,19711
outros_refrigerante,2022,265026
outros_sangria,2022,95605
outros_vinagre_balsamico,2022,296664
outros_vinagre_duplo,2022,987142
outros_vinagre_simples,2022,5309881
outros_vinho_acetificado,2022,1052563
outros_vinho_base,2022,0
outros_vinho_composto,2022,32000
outros_vinho_licoroso,2022,385006
outros_vinho_leve,2022,27
outros_vinho_gaseificado,2022,14947
vinho_de_mesa,2023,187016848
vinho_mesa_tinto,2023,165097539
vinho_mesa_rosado,2023,2520748
vinho_mesa_branco,2023,19398561
vinho__fino_de_mesa,2023,18589310
vinho_mesa_tinto,2023,12450606
vinho_mesa_rosado,2023,1214583
vinho_mesa_branco,2023,4924121
vinho_frizante,2023,2843600
vinho_organico,2023,9123
vinho_especial,2023,0
vinho_especial_tinto,2023,0
vinho_especial_rosado,2023,0
vinho_especial_branco,2023,0
espumantes_,2023,29381635
espumante_moscatel,2023,9771698
espumante,2023,19609379
espumante_organico,2023,558
suco_de_uvas,2023,166708720
suco_natural,2023,129419407
suco_adocado,2023,128599
suco_reprocessado,2023,34402925
suco_organico,2023,932154
outros_sucos,2023,1825635
suco_de_uvas_concentrado,2023,37852507
nan,2023,29889342
outros_outros_vinhos__sem_informdetalhada,2023,8152
outros_agrin,2023,0
outros_aguardente,2023,111
outros_alcool_vinico,2023,0
outros_bagaceira,2023,0
outros_base_champenoise,2023,66290
outros_base_charmat,2023,184040
outros_base_espumante,2023,722984
outros_bebida,2023,16780
outros_borra_liqwuida,2023,72600
outros_borra_seca,2023,53220
outros_brandy,2023,4506
outros_cooler,2023,4321881
outros_coquetel,2023,397156
outros_destilado,2023,245
outros_filtrado_doce,2023,2366601
outros_jeropiga,2023,346
outros_mistelas,2023,1668
outros_mosto_concentrado,2023,0
outros_mosto_uva,2023,359626
outros_mosto_sulfitado,2023,0
outros_nectar,2023,3604413
outros_outros_produtos,2023,7459271
outros_polpa,2023,1331651
outros_preparado_liquido,2023,17178
outros_refrigerante,2023,501876
outros_sangria,2023,84157
outros_vinagre_balsamico,2023,338926
outros_vinagre_duplo,2023,1769130
outros_vinagre_simples,2023,5047280
outros_vinho_acetificado,2023,194020
outros_vinho_base,2023,0
outros_vinho_composto,2023,981
outros_vinho_licoroso,2023,421974
outros_vinho_leve,2023,132064
outros_vinho_gaseificado,2023,410215
